solve_id,solver,solve_time,pll,pll_time,Split,STM,STPS,ETM,ETPS,Solver_count,U,U2,L,L2,F,F2,R,R2,B,B2,D,D2,simul,ghost_move
11935,Yiheng Wang,4.43,U R U' R' U' R U R D R' U' R D' R' U2 R' U,1.2570574723537467,32.3%,17,11.89,17,11.89,202,6,1,0,0,0,0,8,0,0,0,2,0,0,0
11934,Yiheng Wang,3.94,U' x' R U' R' D R U R' D' R U R' D R U' R' D',0.4653393024075942,30.7%,17,14.05,18,14.88,202,5,0,0,0,0,0,8,0,0,0,4,0,0,0
11933,Yiheng Wang,4.31,U' R' U R U' R' F' U' F R U R' U' R U' f R f',0.35737773377857335,27.4%,18,15.25,18,15.25,202,7,0,0,0,2,0,7,0,0,0,0,0,0,0
11932,Yiheng Wang,3.8,x' R2 D2 R' U' R D2 R' U R',-0.39835324662457217,25.5%,9,9.28,10,10.31,202,2,0,0,0,0,0,4,1,0,0,0,2,0,1
11931,Yiheng Wang,5.45,U2 x' R2 D2 R' U' R D2 R' U R',-0.9381610897696763,15.0%,10,12.2,11,13.41,202,2,1,0,0,0,0,4,1,0,0,0,2,0,1
11925,Yiheng Wang,3.62,L' U' L F L' U' L U L F' L2' U L,-1.1900714165707247,20.7%,13,17.33,13,17.33,202,4,0,6,1,2,0,0,0,0,0,0,0,0,0
11907,Kyle Santucci,6.14,U' r' D' F r U' r' F' D r2 U r' U' r' F r F' U,1.2124085968739393,26.2%,18,11.18,18,11.18,28,5,0,0,0,4,0,0,0,0,0,2,0,0,0
11883,Ruihang Xu,4.23,U' R U R' F' R U R' U' R' F R2 U' R' U',-1.5360976511762607,18.9%,15,18.75,15,18.75,42,6,0,0,0,2,0,6,1,0,0,0,0,0,0
11881,Ruihang Xu,4.64,U R U R' U' D R2 U' R U' R' U R' U R2 D' U',0.04404581078641575,26.1%,17,14.05,17,14.05,42,8,0,0,0,0,0,5,2,0,0,2,0,2,1
11880,Ruihang Xu,5.92,U' R2' F2 R U2 R U2' R' F R U R' U' R' F R2,1.1231681750536098,25.2%,16,10.74,16,10.74,42,3,2,0,0,2,1,6,2,0,0,0,0,0,0
11879,Ruihang Xu,5.15,L' R' U2' R U R' U2' r f' U,-1.3433972289856906,16.5%,10,11.76,10,11.76,42,2,2,1,0,0,0,3,0,0,0,0,0,0,0
11862,Luke Garrett,4.39,U' R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R U,-0.6344349757867025,25.5%,20,17.86,20,17.86,62,9,0,0,0,2,0,8,1,0,0,0,0,0,0
11857,Yiheng Wang,4.93,U R U' R' U' R U R D R' U' D' D R D' R' U2 R' U,1.5089677991547954,30.4%,19,12.67,19,12.67,202,6,1,0,0,0,0,8,0,0,0,4,0,1,0
11856,Yiheng Wang,3.81,R U R' U R' U' R2 U' R' U R' U R U',-1.2260586061137315,19.4%,14,18.92,14,18.92,202,7,0,0,0,0,0,6,1,0,0,0,0,0,2
11855,Yiheng Wang,3.7,U F R U' R' U' R U R' F' R U R' U' R' F R F',-0.5782891943396066,24.9%,18,19.57,18,19.57,202,6,0,0,0,4,0,8,0,0,0,0,0,0,0
11854,Yiheng Wang,3.74,U R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R,-0.1464429198235234,27.8%,19,18.27,19,18.27,202,8,0,0,0,2,0,8,1,0,0,0,0,0,0
11853,Yiheng Wang,4.17,U x' R2 D2 R' U' R D2 R' U R' x U,0.0694802174345184,26.4%,11,10.0,13,11.82,202,4,0,0,0,0,0,4,1,0,0,0,2,0,1
11845,Teodor Zajder,5.21,x L2 D2' L' U' L D2' L' U L' x' U',0.6474810505430223,30.9%,10,6.21,12,7.45,16,3,0,4,1,0,0,0,0,0,0,0,2,0,0
11843,Teodor Zajder,5.97,U2' R U R' U' D R2 U' R U' R' U R' U R2 D' U,-0.7075847767537666,21.8%,17,13.08,17,13.08,16,7,1,0,0,0,0,5,2,0,0,2,0,2,1
11841,Yiheng Wang,4.15,D' U' R U R' U' D R2 U' R U' R' U R' U R2,-0.5782891943396066,22.2%,16,17.39,16,17.39,202,7,0,0,0,0,0,5,2,0,0,2,0,2,1
11840,Yiheng Wang,4.26,U R2' F2 R U2 R U2' R' F R U R' U' R' F R2,1.2570574723537467,33.6%,16,11.19,16,11.19,202,3,2,0,0,2,1,6,2,0,0,0,0,0,0
11839,Yiheng Wang,4.68,x' R2 D2 R' U' R D2 R' U R' F,-0.47032762571058606,20.3%,10,10.53,11,11.58,202,2,0,0,0,1,0,4,1,0,0,0,2,0,1
11838,Yiheng Wang,4.81,R2' U R U R' U' R3 U' R' U R' U2',-0.36236605708156516,20.4%,12,12.24,12,12.24,202,5,1,0,0,0,0,5,1,0,0,0,0,0,1
11837,Yiheng Wang,4.32,U x' R U' R' D R U R' D' R U R' D R U' R' D' F,1.6889037468698302,35.9%,18,11.61,19,12.26,202,5,0,0,0,1,0,8,0,0,0,4,0,0,0
11816,Dylan Miller,4.82,U R U R' U R' U' R2 U' R' U R' U R U,-0.7882371254398544,21.2%,15,14.71,15,14.71,125,8,0,0,0,0,0,6,1,0,0,0,0,0,2
11814,Matty Hiroto Inaba,3.1,R' U' R' F R2 U' R' U' R U R' F',-1.440708680910725,23.5%,12,16.44,12,16.44,72,4,0,0,0,2,0,5,1,0,0,0,0,0,0
11812,Matty Hiroto Inaba,3.98,U2' R' U R' U' R3 U' R' U R U R2',-0.4609937908580965,26.6%,12,11.32,12,11.32,72,5,1,0,0,0,0,5,1,0,0,0,0,0,1
11811,Matty Hiroto Inaba,4.81,R' U2' R U2' R' F R U R' U' R' F' R2,-0.6688121008692602,20.6%,13,13.13,13,13.13,72,2,2,0,0,2,0,6,1,0,0,0,0,0,0
11810,Matty Hiroto Inaba,4.7,U L' U' L F L' U' L U L F' L2' U L,-0.7875654208756395,20.2%,14,14.74,14,14.74,72,5,0,6,1,2,0,0,0,0,0,0,0,0,0
11809,Matty Hiroto Inaba,3.93,U' y R' U L' U2 R U' R' U2 R r,-0.4609937908580965,27.0%,11,10.38,12,11.32,72,3,2,1,0,0,0,4,0,0,0,0,0,0,0
11807,Matty Hiroto Inaba,3.94,U R' U R' U' R3 U' R' U R U R2',0.31090278918336817,33.5%,12,9.09,12,9.09,72,6,0,0,0,0,0,5,1,0,0,0,0,0,1
11740,Yiheng Wang,3.42,U' R U R' F' R U R' U' R' F R2 U' R',-1.1900714165707247,21.9%,14,18.67,14,18.67,202,5,0,0,0,2,0,6,1,0,0,0,0,0,0
11739,Yiheng Wang,3.54,U' x R2' D2 R U R' D2 R U' R,-0.9381610897696763,23.2%,10,12.2,11,13.41,202,3,0,0,0,0,0,4,1,0,0,0,2,0,0
11738,Yiheng Wang,3.7,U' R U R' F' R U R' U' R' F R2 U' R' U2',-0.8301995211406553,23.0%,15,17.65,15,17.65,202,5,1,0,0,2,0,6,1,0,0,0,0,0,0
11737,Yiheng Wang,3.77,U R U R' U' R' F R2 U' R' U' R U R' F' U',-0.8661867106836623,22.3%,16,19.05,16,19.05,202,7,0,0,0,2,0,6,1,0,0,0,0,0,0
11711,Teodor Zajder,5.22,x R2' D D R U R' D D R U' R,-1.6255325952451394,20.9%,11,10.09,12,11.01,16,2,0,0,0,0,0,4,1,0,0,4,0,0,0
11710,Teodor Zajder,5.42,U' R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R U',0.8223282540651877,30.4%,20,12.12,20,12.12,16,9,0,0,0,2,0,8,1,0,0,0,0,0,0
11698,Yufang Du,5.41,U2 F R U' R' U R U R2' F' R U R U' R' U',0.4687835417953745,26.6%,16,11.11,16,11.11,13,6,1,0,0,2,0,6,1,0,0,0,0,0,0
11697,Yufang Du,4.56,U R U' R' U' R U R D R' U' R D' R' U2 R' U,-0.5062862251390048,25.4%,17,14.66,17,14.66,13,6,1,0,0,0,0,8,0,0,0,2,0,0,0
11696,Yufang Du,4.74,U2' R U R' F' r U R' U' r' F R2 U' R' U2,-1.0286450288538505,21.3%,15,14.85,15,14.85,13,4,2,0,0,2,0,4,1,0,0,0,0,0,0
11695,Yufang Du,4.46,U R U R' F' r U R' U' r' F R2 U' R' U',-0.4018144643960355,26.7%,15,12.61,15,12.61,13,6,0,0,0,2,0,4,1,0,0,0,0,0,0
11694,Yufang Du,4.35,U' R2' U' R U' R U R' U R2 D' U R U' R' D U',-1.1331167895968197,22.5%,17,17.35,17,17.35,13,8,0,0,0,0,0,5,2,0,0,2,0,2,0
11693,Yiheng Wang,6.93,R U' R' R R' U' R U R D R' U' R D' R' U2 R' U,0.7892240082946569,18.8%,18,13.85,18,13.85,202,5,1,0,0,0,0,10,0,0,0,2,0,0,0
11692,Yiheng Wang,3.95,U' x R2' D2 R U R' D2 R U' R,-0.11045573028051643,26.6%,10,9.52,11,10.48,202,3,0,0,0,0,0,4,1,0,0,0,2,0,0
11691,Yiheng Wang,4.55,U U D' R2 U R' U R' U' R U' R2 D U' R' U R U,1.0771215246387118,30.3%,18,13.04,18,13.04,202,9,0,0,0,0,0,5,2,0,0,2,0,2,1
11690,Yiheng Wang,4.19,F R U' R' U' R U R' F' R U R' U' R' F R F',1.0051471455526988,32.5%,17,12.5,17,12.5,202,5,0,0,0,4,0,8,0,0,0,0,0,0,0
11689,Yiheng Wang,3.98,U' x' R2 D2 R' U' R D2 R' U R',-0.25440448845254426,25.4%,10,9.9,11,10.89,202,3,0,0,0,0,0,4,1,0,0,0,2,0,1
11687,Yiheng Wang,4.7,R2' U R U R' U' R3 U' R' U R' U2',-0.6502635734256205,19.1%,12,13.33,12,13.33,202,5,1,0,0,0,0,5,1,0,0,0,0,0,1
11686,Yiheng Wang,3.32,R U R' U' R' F R2 U' R' U' R U R' F',-1.1900714165707247,22.6%,14,18.67,14,18.67,202,5,0,0,0,2,0,6,1,0,0,0,0,0,0
11685,Yiheng Wang,5.28,U2' x R2' D2 R U R' D2 R U' R,-0.7222379525116345,16.7%,10,11.36,11,12.5,202,2,1,0,0,0,0,4,1,0,0,0,2,0,0
11684,Yiheng Wang,3.81,U R' U2' R U2' R' F R U R' U' R' F' R2,-0.25440448845254426,26.5%,14,13.86,14,13.86,202,3,2,0,0,2,0,6,1,0,0,0,0,0,0
11683,Yiheng Wang,3.57,R2' U R U R' U' R3 U' R' U R' U,-1.2260586061137315,20.7%,12,16.22,12,16.22,202,6,0,0,0,0,0,5,1,0,0,0,0,0,1
11682,Yiheng Wang,5.28,U2' U' R' U2' R U2' R' F R U R' U' R' F' R2 U2',1.1850830932677328,26.7%,16,11.35,16,11.35,202,3,4,0,0,2,0,6,1,0,0,0,0,0,0
11681,Yiheng Wang,3.91,D' R U R' U' D R2 U' R U' R' U R' U R2 U,-0.0024941616514955324,27.6%,16,14.81,16,14.81,202,7,0,0,0,0,0,5,2,0,0,2,0,1,1
11680,Yiheng Wang,3.83,U U' L' U' L F L' U' L U L F' L2' U L U',-0.18243010936653037,26.9%,16,15.53,16,15.53,202,7,0,6,1,2,0,0,0,0,0,0,0,0,0
11679,Yiheng Wang,4.84,U M' U M2' U M2' U M' U2 M2',-0.1464429198235234,21.5%,10,9.62,10,9.62,202,4,1,0,0,0,0,0,0,0,0,0,0,0,0
11635,Yiheng Wang,4.25,U2' R U R' U R U R' F' R U R' U' R' F R2 U' R' U2 R U' R',0.5373136814936081,28.9%,22,17.89,22,17.89,202,7,2,0,0,2,0,10,1,0,0,0,0,0,0
11634,Yiheng Wang,5.5,U' R R' D' R2 U R2' R U R' U' R U' R2 D U' R' U R,3.0204297599610865,34.9%,19,9.9,19,9.9,202,7,0,0,0,0,0,7,3,0,0,2,0,1,0
11633,Yiheng Wang,5.11,U' R U' R U R' D R D' R U' D R2' U R2 D' R2' U',0.7532368187516499,25.2%,18,13.95,18,13.95,202,6,0,0,0,0,0,5,3,0,0,4,0,1,0
11632,Yiheng Wang,4.41,U2' R U R' U' R' F R2 U' R' U F' L' U L,-0.6142763838826135,20.6%,15,16.48,15,16.48,202,5,1,2,0,2,0,4,1,0,0,0,0,0,0
11631,Yiheng Wang,8.59,R' R' U R U R' U' R3 U' R' U R',3.92010949853626,25.3%,12,5.53,12,5.53,202,5,0,0,0,0,0,7,0,0,0,0,0,0,1
11630,Yiheng Wang,5.96,R' U' R U D' R2 U R' U R U' R U' R2' U D,-0.5423020047965996,15.6%,16,17.2,16,17.2,202,7,0,0,0,0,0,5,2,0,0,2,0,2,0
11629,Yiheng Wang,4.14,U x R' U R' D2 R U' R' D2 R2,-0.9381610897696763,19.8%,10,12.2,11,13.41,202,3,0,0,0,0,0,4,1,0,0,0,2,0,1
11628,Yiheng Wang,5.6,R U' R' U' R U R D R' U' R D' R' U2 R',0.717249629208643,22.9%,15,11.72,15,11.72,202,4,1,0,0,0,0,8,0,0,0,2,0,0,0
11627,Yiheng Wang,5.34,x' R U' R D2 R' U R D2 R2',0.8611983873806708,24.7%,9,6.82,10,7.58,202,2,0,0,0,0,0,4,1,0,0,0,2,0,0
11626,Yiheng Wang,5.43,U' U U' x R2' D2 R U R' D2 R U' R x' U',0.6452752501226291,23.2%,13,10.32,15,11.9,202,6,0,0,0,0,0,4,1,0,0,0,2,0,0
11625,Yiheng Wang,5.95,U D' R U R' U' D R2 U' R U' R' U R' U R2 U2',0.717249629208643,21.5%,17,13.28,17,13.28,202,7,1,0,0,0,0,5,2,0,0,2,0,2,1
11624,Yiheng Wang,4.8,U' R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R U,0.24941616514955242,24.0%,20,17.39,20,17.39,202,9,0,0,0,2,0,8,1,0,0,0,0,0,0
11623,Yiheng Wang,5.01,U' R' U2' R U2' R' F R U R' U' R' F' R2 U,-0.18243010936653037,20.6%,15,14.56,15,14.56,202,4,2,0,0,2,0,6,1,0,0,0,0,0,0
11622,Yiheng Wang,6.91,U' U R' U' R U U' R' F' R U R' U' R' F R2 R' R U' R' U' R U R' U R U,4.136032635794302,32.3%,27,12.11,27,12.11,202,12,0,0,0,2,0,12,1,0,0,0,0,0,0
11621,Yiheng Wang,4.8,U' R U R' U R U R' F' R U R' U' R' F R2 U' R' U2 R U' R',0.35737773377857335,24.6%,22,18.64,22,18.64,202,8,1,0,0,2,0,10,1,0,0,0,0,0,0
11619,Yiheng Wang,4.67,U2' R U R' F' R U R' U' R' F R2 U' R' U2,-1.0461226583986967,16.9%,15,18.99,15,18.99,202,4,2,0,0,2,0,6,1,0,0,0,0,0,0
11618,Yiheng Wang,4.6,D' R2 U R' U R' U' R U' R2 U' D R' U R,-0.11045573028051643,22.8%,15,14.29,15,14.29,202,6,0,0,0,0,0,5,2,0,0,2,0,1,1
11617,Yiheng Wang,4.57,U2' R U R' U R' U' R2 U' R' U R' U R U2,-0.21841729890953732,22.3%,15,14.71,15,14.71,202,6,2,0,0,0,0,6,1,0,0,0,0,0,2
11616,Yiheng Wang,3.84,U2' R' U R' U' R D' R' D R' D' U R2 U' R2' D R2 U',0.6452752501226291,32.8%,18,14.29,18,14.29,202,5,1,0,0,0,0,5,3,0,0,4,0,1,1
11615,Yiheng Wang,4.43,R U R' U R' U' R2 U' R' U R' U R U',-0.5423020047965996,21.0%,14,15.05,14,15.05,202,7,0,0,0,0,0,6,1,0,0,0,0,0,2
11613,Yiheng Wang,4.26,U2 R' U2' R U2' R' F R U R' U' R' F' R2 U',-0.1464429198235234,24.4%,15,14.42,15,14.42,202,3,3,0,0,2,0,6,1,0,0,0,0,0,0
11612,Yiheng Wang,4.41,U M' U M2' U M2' U M' U2 M2' U2,0.2854033546925594,26.3%,11,9.48,11,9.48,202,4,2,0,0,0,0,0,0,0,0,0,0,0,0
11611,Yiheng Wang,5.36,U2 x' R U' R D2 R' U R D2 R2',0.10546740697752537,20.7%,10,9.01,11,9.91,202,2,1,0,0,0,0,4,1,0,0,0,2,0,0
11610,Yiheng Wang,6.43,U F R U' R' U' R U R' F' R U R' U' R' F R F' U',1.0051471455526988,21.2%,19,13.97,19,13.97,202,7,0,0,0,4,0,8,0,0,0,0,0,0,0
11609,Yiheng Wang,5.26,D' U' R U R' R U' R' U2 D R U' R U R' D R D' R U' D R2' U R2 D' R2',1.3650190409827676,27.8%,26,17.81,26,17.81,202,7,1,0,0,0,0,9,3,0,0,6,0,3,0
11608,Yiheng Wang,4.83,U' U R2' U R U R' U' R2 U' U R U' R' U R' U2',1.904826884127872,33.3%,17,10.56,17,10.56,202,9,1,0,0,0,0,5,2,0,0,0,0,0,1
11607,Yiheng Wang,4.61,U x R' U R' D2 R U' R' D2 R2,0.21342897560654547,24.7%,10,8.77,11,9.65,202,3,0,0,0,0,0,4,1,0,0,0,2,0,1
11606,Yiheng Wang,4.55,R' U R U' R' F' U' F R U R' U' R U' f R f' U',0.0694802174345184,24.2%,18,16.36,18,16.36,202,7,0,0,0,2,0,7,0,0,0,0,0,0,0
11605,Yiheng Wang,4.36,U2 x' R2 D2 R' U' R D2 R' U R',-0.6142763838826135,20.9%,10,10.99,11,12.09,202,2,1,0,0,0,0,4,1,0,0,0,2,0,1
11604,Yiheng Wang,4.28,D' U' U' R U R' U' D R2 U' R U' R' U R' U R2 U,0.9691599560096917,31.5%,18,13.33,18,13.33,202,9,0,0,0,0,0,5,2,0,0,2,0,2,1
11603,Yiheng Wang,5.0,R U' R U R' D R D' R U' D R2' U R D' D R D' R2' U',2.15673721092892,33.6%,20,11.9,20,11.9,202,5,0,0,0,0,0,7,2,0,0,6,0,1,0
11602,Yiheng Wang,4.99,L' U' L F L' U' L U L F' L2' U L,-1.5139561224577869,13.2%,13,19.7,13,19.7,202,4,0,6,1,2,0,0,0,0,0,0,0,0,0
11601,Yiheng Wang,6.01,U R U' R' U' R U R D R' U' R D' R' U2 R' U2',0.8252111978376638,21.8%,17,12.98,17,12.98,202,5,2,0,0,0,0,8,0,0,0,2,0,0,0
11600,Yiheng Wang,4.58,U x' R U' R' D R U R' D' R U R' D R U' R' D' F,0.1774417860635385,24.7%,18,15.93,19,16.81,202,5,0,0,0,1,0,8,0,0,0,4,0,0,0
11599,Yiheng Wang,4.54,U x' R2 D2 R' U' R D2 R' U R' F,-0.07446854073750946,23.3%,11,10.38,12,11.32,202,3,0,0,0,1,0,4,1,0,0,0,2,0,1
11598,Yiheng Wang,5.62,R U' R U R' D R D' R U' D R2' U R2 D' R2' U',0.9691599560096917,24.0%,17,12.59,17,12.59,202,5,0,0,0,0,0,5,3,0,0,4,0,1,0
11597,Yiheng Wang,4.48,D' R2 U R' U R' U' R U' R2 U' D R' U R U2',0.1774417860635385,25.2%,16,14.16,16,14.16,202,6,1,0,0,0,0,5,2,0,0,2,0,1,1
11596,Yiheng Wang,4.72,U x R' U R' D2 R U' R' D2 R2 x' U',1.0411343350957056,29.0%,11,8.03,13,9.49,202,4,0,0,0,0,0,4,1,0,0,0,2,0,1
11583,Dylan Miller,3.49,R U R' U' R' F R2 U' R' U' R U R' F' U',-0.2916874603859507,33.2%,15,12.93,15,12.93,125,6,0,0,0,2,0,6,1,0,0,0,0,0,0
11577,Matty Hiroto Inaba,3.9,R U R' F' R U R' U' R' F R2 U' R',-0.045357170835769664,30.8%,13,10.83,13,10.83,72,4,0,0,0,2,0,6,1,0,0,0,0,0,0
11576,Matty Hiroto Inaba,4.08,U2 R U R' U' D R2 U' R U' R' U R' U R2 D',-0.6391237708676655,24.5%,16,16.0,16,16.0,72,6,1,0,0,0,0,5,2,0,0,2,0,1,1
11569,Yiheng Wang,4.43,U' R U R' U R' U' R2 U' R' U R' U R U2',-1.1540842270277176,17.2%,15,19.74,15,19.74,202,7,1,0,0,0,0,6,1,0,0,0,0,0,2
11568,Yiheng Wang,4.67,R U R' U R U R' F' R U R' U' R' F R2 U' R' U2 R U' R',-0.506314815253593,20.1%,21,22.34,21,22.34,202,7,1,0,0,2,0,10,1,0,0,0,0,0,0
11567,Yiheng Wang,4.34,R U R' F' R U R' U' R' F R2 U' R' U',-0.5782891943396066,21.2%,14,15.22,14,15.22,202,5,0,0,0,2,0,6,1,0,0,0,0,0,0
11566,Yiheng Wang,4.12,M' U M2' U M2' U M' U2 M2',0.21342897560654547,27.7%,9,7.89,9,7.89,202,3,1,0,0,0,0,0,0,0,0,0,0,0,0
11565,Yiheng Wang,3.59,U' x' R2 D2 R' U' R D2 R' U R',-0.7582251420546414,24.2%,10,11.49,11,12.64,202,3,0,0,0,0,0,4,1,0,0,0,2,0,1
11564,Yiheng Wang,4.85,U' F' U' F R2 u R' U R U' R u' R2',-0.47032762571058606,19.6%,13,13.68,13,13.68,202,4,0,0,0,2,0,3,2,0,0,0,0,0,0
11563,Yiheng Wang,3.44,U R U R' F' R U R' U' R' F R2 U' R' U,-1.2260586061137315,21.5%,15,20.27,15,20.27,202,6,0,0,0,2,0,6,1,0,0,0,0,0,0
11562,Yiheng Wang,4.04,U' R U R' F' R U R' U' R' F R2 U' R' U,-1.2260586061137315,18.3%,15,20.27,15,20.27,202,6,0,0,0,2,0,6,1,0,0,0,0,0,0
11561,Yiheng Wang,4.48,U' R' U R U' R' F' U' F R U R' U' R U' f R f',-0.07446854073750946,23.7%,18,16.98,18,16.98,202,7,0,0,0,2,0,7,0,0,0,0,0,0,0
11559,Yiheng Wang,3.48,U R' U' R3 U' R' U R U R2' U',-1.1900714165707247,21.6%,11,14.67,11,14.67,202,6,0,0,0,0,0,4,1,0,0,0,0,0,0
11548,Yiheng Wang,3.82,U' R2' U R U R' U' R3 U' R' U R' U',-1.2260586061137315,19.4%,13,17.57,13,17.57,202,7,0,0,0,0,0,5,1,0,0,0,0,0,1
11547,Yiheng Wang,3.78,U R' U R' U' R3 U' R' U R U R2',-0.11045573028051643,27.8%,12,11.43,12,11.43,202,6,0,0,0,0,0,5,1,0,0,0,0,0,1
11546,Yiheng Wang,4.38,U' D' U' R2 U R' U R' U' R U' R2 D U' R' U R U,1.5089677991547954,34.2%,18,12.0,18,12.0,202,9,0,0,0,0,0,5,2,0,0,2,0,3,1
11545,Yiheng Wang,4.94,U x' R U' R' D R U R' D' R U R' D R U' R' D',-0.39835324662457217,19.6%,17,17.53,18,18.56,202,5,0,0,0,0,0,8,0,0,0,4,0,0,0
11544,Yiheng Wang,3.78,U2' R U R' F' R U R' U' R' F R2 U' R',-0.07446854073750946,28.0%,14,13.21,14,13.21,202,4,1,0,0,2,0,6,1,0,0,0,0,0,0
11543,Yiheng Wang,4.01,D' R U R' U' D R2 U' R U' R' U R' U R2 U',-0.5423020047965996,23.2%,16,17.2,16,17.2,202,7,0,0,0,0,0,5,2,0,0,2,0,1,1
11524,Yiheng Wang,3.08,U' R' U R' U' R3 U' R' U R U R' U' U R' U',0.717249629208643,41.6%,16,12.5,16,12.5,202,9,0,0,0,0,0,7,0,0,0,0,0,0,1
11493,Ruihang Xu,4.53,R2' U R U R' U' R3 U' R' U R' U2',-0.26427486471849704,24.9%,12,10.62,12,10.62,42,5,1,0,0,0,0,5,1,0,0,0,0,0,1
11492,Ruihang Xu,4.33,u' R2 U R' U R' U' R U' R2 D U' R' U R,-0.14865461140415476,26.8%,15,12.93,15,12.93,42,6,0,0,0,0,0,5,2,0,0,1,0,1,1
11491,Ruihang Xu,5.03,U' R U R' F' R U R' U' R' F R2 U' R' U',-1.1506968067951202,17.9%,15,16.67,15,16.67,42,6,0,0,0,2,0,6,1,0,0,0,0,0,0
11490,Ruihang Xu,6.23,U R' U' R R' R D' R' D R' U D' R2 U' R2' D R2 U,2.0481302015683474,27.8%,18,10.4,18,10.4,42,5,0,0,0,0,0,6,3,0,0,4,0,1,0
11489,Ruihang Xu,4.68,U' L' U' L F L' U' L U L F' L2' U L,-0.3413550335947244,23.7%,14,12.61,14,12.61,42,5,0,6,1,2,0,0,0,0,0,0,0,0,0
11471,Dylan Miller,4.91,U2' R U R' U' D R2 U' R U' R' U R' U R2 U D',-0.8237049586579903,20.6%,17,16.83,17,16.83,125,7,1,0,0,0,0,5,2,0,0,2,0,2,1
11470,Dylan Miller,5.21,F' U' F R2 u R' U R U' R u' R2' U',0.24033003788608964,25.1%,13,9.92,13,9.92,125,4,0,0,0,2,0,3,2,0,0,0,0,0,0
11468,Dylan Miller,4.73,U R U' R' U' R U R' U R' D' R U' R' D R2 U R',-0.04341262785899856,26.0%,18,14.63,18,14.63,125,7,0,0,0,0,0,8,1,0,0,2,0,0,1
11467,Dylan Miller,4.72,R' U2 R' R D' D R' D' R U' R' D R U R U' R' U' R U',2.0491895320110256,38.6%,20,10.99,20,10.99,125,5,1,0,0,0,0,10,0,0,0,4,0,0,0
11465,Dylan Miller,5.69,U2' R' U' R' D' R U' R' D R U R' D' R U R' D R2,0.1693943714498176,22.7%,18,13.95,18,13.95,125,4,1,0,0,0,0,8,1,0,0,4,0,0,0
11464,Dylan Miller,4.87,U2' R U R' F' R U R' U' R' F R2 U' R',-1.3202546237118944,17.9%,14,16.09,14,16.09,125,4,1,0,0,2,0,6,1,0,0,0,0,0,0
11463,Dylan Miller,4.84,U' R U R' U' R' F R2 U' R' U' R U R' F' U',-0.3626231268222228,23.6%,16,14.04,16,14.04,125,7,0,0,0,2,0,6,1,0,0,0,0,0,0
11462,Dylan Miller,4.52,U' R U' R2' D' R U R' D R U' R U' R' U R U R' U,0.5240727036311771,30.8%,19,13.67,19,13.67,125,8,0,0,0,0,0,8,1,0,0,2,0,0,0
11455,Luke Garrett,5.18,D' R U R' U' D R2 U' R U' R' U R' U R2 U',0.14280237427501463,26.1%,16,11.85,16,11.85,62,7,0,0,0,0,0,5,2,0,0,2,0,1,1
11454,Luke Garrett,5.1,U' l' U R' D2 R U' R' D2 R2,-0.4316774062053855,23.1%,10,8.47,10,8.47,62,3,0,0,0,0,0,3,1,0,0,0,2,0,0
11453,Luke Garrett,4.92,U M2' U' M U2 M' U' M2',-0.7358137605773613,22.2%,8,7.34,8,7.34,62,3,1,0,0,0,0,0,0,0,0,0,0,0,0
11452,Luke Garrett,5.08,U' U' D' R U R' U' R R' D R2 U' R U' R' U R' U R2,1.3255548634993664,33.5%,19,11.18,19,11.18,62,8,0,0,0,0,0,7,2,0,0,2,0,1,1
11438,Yufang Du,5.94,R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R U2',1.0607901860055338,27.1%,19,11.8,19,11.8,13,7,1,0,0,2,0,8,1,0,0,0,0,0,0
11436,Yufang Du,5.52,U' U' U' M2' U' M2' U' M' U2' M2' U2' M',1.548325069472723,31.7%,12,6.86,12,6.86,13,5,2,0,0,0,0,0,0,0,0,0,0,0,0
11435,Yufang Du,4.87,U2 R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R U' U',0.3294878608047488,28.7%,21,15.0,21,15.0,13,9,1,0,0,2,0,8,1,0,0,0,0,0,0
11416,Yiheng Wang,3.62,U2' R U R' U' R' F R2 U' R' U' R U R',-0.7582251420546414,24.0%,14,16.09,14,16.09,202,5,1,0,0,1,0,6,1,0,0,0,0,0,0
11415,Yiheng Wang,4.04,U' R U R' U R U R' F' R U R' U' R' F R2 U' R' U2 R U' R',0.10546740697752537,27.5%,22,19.82,22,19.82,202,8,1,0,0,2,0,10,1,0,0,0,0,0,0
11414,Yiheng Wang,3.75,U' R2 U R' U R' U' R U' R2 D U' R' U R D' U,-0.11045573028051643,28.0%,17,16.19,17,16.19,202,8,0,0,0,0,0,5,2,0,0,2,0,2,1
11341,Ruihang Xu,4.44,R' U R' U' R D' R' D R' U D' R2 U' R2' D R2 U,-0.6111356246615232,23.4%,17,16.35,17,16.35,42,5,0,0,0,0,0,5,3,0,0,4,0,1,1
11335,Ruihang Xu,4.05,R' R U' R' U R' U' R D' R' D R' U D' R2 U' R2' D R2 U',0.4679867396056709,32.6%,20,15.15,20,15.15,42,6,0,0,0,0,0,7,3,0,0,4,0,1,1
